#comment: "This mapping was created following and expanding upon the SSSOM guidance: https://mapping-commons.github.io/sssom/spec/"
#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#version: 0.1
#versions
#  - ENVO: v2021-05-14
#  - SWEET: v3.5.0
#creator_id:
#  - orcid:0000-0003-4808-4736
#  - orcid:0000-0002-4366-3088
#  - orcid:0000-0002-8454-8481
#  - orcid:0000-0002-3410-4655
#  - orcid:0000-0001-7543-6173
#creator_label:
#  - Ruth Duerr
#  - Pier Luigi Buttigieg
#  - Kate Rose
#  - Kai Blumberg
#  - Nancy Wiegand
#curie_map:
#  ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#  soreas: "http://sweetontology.net/realmSoil/"
#  sophatmow: "http://sweetontology.net/phenAtmoWind/"
#  soreac: "http://sweetontology.net/realmCryo/"
#  sophhy: "http://sweetontology.net/phenHydro/"
#  sorealg: "http://sweetontology.net/realmLandGlacial/"
#  sophgg: "http://sweetontology.net/phenGeolGeomorphology/"
#  sophatmopc: "http://sweetontology.net/phenAtmoPrecipitation/"
#  somaw: "http://sweetontology.net/matrWater/"
#  sophcr: "http://sweetontology.net/phenCryo/"
#  sophatmofr: "http://sweetontology.net/phenAtmoFront/"
#  soprocsc: "http://sweetontology.net/procStateChange/"
#  sophso: "http://sweetontology.net/phenSolid/"
#  sorea: "http://sweetontology.net/realm/"
#  soreahb: "http://sweetontology.net/realmHydroBody/"
#  sophatmofo: "http://sweetontology.net/phenAtmoFog/"
#  sophgf: "http://sweetontology.net/phenGeolFault/"
#  sorealo: "http://sweetontology.net/realmLandOrographic/"
#  sophatmowm: "http://sweetontology.net/phenAtmoWindMesoscale/"
#  soma: "http://sweetontology.net/matr/"
#  sophsy: "http://sweetontology.net/phenSystem/"
#  sophfd: "http://sweetontology.net/phenFluidDynamics/"
#  sophft: "http://sweetontology.net/phenFluidTransport/"
#  sorepsg: "http://sweetontology.net/reprSpaceGeometry/"
#  sopropst: "http://sweetontology.net/propSpaceThickness/"
#  soreacz: "http://sweetontology.net/realmClimateZone/"
#  orcid: "https://orcid.org/"
#  skos: "http://www.w3.org/2004/02/skos/core#"
subject_id	subject_label	object_id	object_label	predicate_id	match_type	Comments
ENVO:01000917	ice calving process	sophcr:IceCalving	ice calving	skos:closeMatch	HumanCurated	SWEET has no definition but the term is placed under the phenomenon heirarchy which is the equivalent of ENVO's processes
ENVO:00000145	ice cap	soreac:IceCap	ice cap	skos:relatedMatch	HumanCurated	In ENVO ice cap is a type of ice mass; while in SWEET it is a realm. The notion of realm in SWEET and the way it's subclassed indicates that its top-level semantics need revision. An ice cap is not a realm, but part of a realm (probably). 
ENVO:00000299	ice field	soreac:IceField	ice field	skos:relatedMatch	HumanCurated	In SWEET ice field is sea ice; whereas in ENVO an ice cap is just a planetary body part
ENVO:03000065	ice floe	soreac:IceFloe	ice floe	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:03000139	ice fog	sophatmofo:IceFog	ice fog	skos:relatedMatch	HumanCurated	In SWEET this is a Phenonena; while in ENVO it is an environmental material .
ENVO:01001551	ice lead	soreac:Lead	lead	skos:relatedMatch	HumanCurated	In SWEET a lead is a water substance while in ENVO it is a layer (SWEET appears to confound composition and morphology) - also SWEET restricts leads to sea ice; while there are clearly leads in navigatable fresh water (e.g., great lakes) - SWEET issue needed
ENVO:01000915	ice loss process	sophsy:Loss	loss	skos:broadMatch	HumanCurated	A phenomenon in SWEEt and a process in ENVO.
ENVO:03400005	ice pellet	sophatmopc:IcePellet	ice pellet	skos:relatedMatch	HumanCurated	Within SWEET this is subclassed to both ice (a material) and atmospheric precipitation which is a process. If this were just a material it woud be a candidate exact match to ENVO, however having both parents makes this mapping ambiguous. 
ENVO:00000132	ice sheet	soreac:IceSheet	ice sheet	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:00000380	ice shelf	soreac:IceShelf	ice shelf	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:01001542	ice surface layer	soreac:IceSurface	ice surface	skos:relatedMatch	HumanCurated	Related as the ENVO class is more generic; the SWEET class is specifically a planetary bounding layer.
ENVO:01001614	ice-bearing permafrost	soreas:Permafrost	permafrost	skos:broadMatch	HumanCurated	In SWEET this is a 3-D geospatial entity, instead of ENVO's environmental material.
ENVO:01001546	iceberg	soreac:Iceberg	iceberg	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:03000031	iceberg calving process	sophcr:IceCalving	ice calving	skos:broadMatch	HumanCurated	SWEET lacks more specific terms under ice calving
ENVO:01000882	icestorm	sophatmopc:IceStorm	ice storm	skos:relatedMatch	HumanCurated	In ENVO this is a process while in SWEET it is a type of Atmospheric precipitation which is a phenomenon (which is ambiguous). The relations between the two term's superclass is what leads us to say related instead of close.
ENVO:00000542	kame	sorealg:Kame	kame	skos:relatedMatch	HumanCurated	In SWEET a kame is a glacial landform - a type of geometrical object; in ENVO a kame is a kind of material entity.
ENVO:03400007	lake-effect snow storm	sophatmopc:LakeEffectSnowstorm	lake effect snowstorm	skos:closeMatch	HumanCurated	Candidate Exact match. SWEET needs a definition and depending on what that becomes this could become exact match
ENVO:03400006	lake-effect snowfall	sophatmopc:LakeEffectSnow	lake effect snow	skos:closeMatch	HumanCurated	Candidate Exact match. In SWEET there is a long comment which should be turned into a definition.  SWEET talks about snow bands not the snow itself.
ENVO:03400008	lambing storm	sophatmopc:LambingStorm	lambing storm	skos:closeMatch	HumanCurated	Candidate Exact match. SWEET needs a definition and depending on what that becomes this could become exact match
ENVO:01001547	land ice mass	soreac:LandIce	land ice	skos:closeMatch	HumanCurated	The SWEET definition is limited to the Earth while much of that text is a comment in ENVO and ENVO isn't scoped to the Earth
ENVO:00000298	marine iceberg	soreac:Iceberg	iceberg	skos:closeMatch	HumanCurated	SWEET doesn't have this level of granularity
ENVO:01000981	mass liquid flow	sophfd:Flow	flow	skos:broadMatch	HumanCurated	SWEET terms is broader as it includes all flows e.g. energy
ENVO:01000981	mass liquid flow	sophsy:Flow	flow	skos:broadMatch	HumanCurated	Assuming subclasses of change in SWEET are processes (BFO process) but some terms in the hierarchy are debatable
ENVO:01000690	mass wasting	sophgg:MassWasting	mass wasting	skos:closeMatch	HumanCurated	SWEET hierarchy looks to be a process like in ENVO's. A candidate for exact match if SWEET adds ENVO's definition to SWEET's term.
ENVO:01000696	mass wasting flow	sophgg:MassWasting	mass wasting	skos:broadMatch	HumanCurated	ENVO term's parent is close match.
ENVO:03000009	material accumulation process	sophsy:Accumulation	accumulation	skos:relatedMatch	HumanCurated	The ENVO term is a process; while in SWEETs system phenomena covers several things quality or process.
ENVO:03000010	material transport process	sophft:Transport	transport	skos:relatedMatch	HumanCurated	Relationship is unclear. The SWEET hierarchy doesn't specify what's transported can't tell if it's material or not.
ENVO:01000723	melting	soprocsc:Melting	melting	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:00000177	moraine	sorealg:GlacialMoraine	glacial moraine	skos:relatedMatch	HumanCurated	In SWEET this is a subclass of plain, but actually it is not a flat landform!
ENVO:00000177	moraine	sorealg:Moraine	moraine	skos:relatedMatch	HumanCurated	In SWEET this is a subclass of plain, but actually it is not a flat landform!
ENVO:00000181	nunatak	sorealo:Summit	summit	skos:broadMatch	HumanCurated	In SWEET these are geospatial entities, not physical entities; so at best a broader match.
ENVO:00000181	nunatak	sorepsg:Peak	peak	skos:broadMatch	HumanCurated	In SWEET these are geospatial entities, not physical entities; so at best a broader match.
ENVO:01001556	pack ice mass	soreac:PackIce	pack ice	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:01001659	periglacial process	sophcr:Periglacial	periglacial	skos:closeMatch	HumanCurated	SWEET lacks a definition but based on its position in the phenomenon branch rather than the quality ENVO:01001853
ENVO:00000134	permafrost	soreas:Permafrost	permafrost	skos:relatedMatch	HumanCurated	In SWEET this is a 3-D geospatial entity, instead of ENVO's environmental material.
ENVO:03000144	planetary cryosphere	sorea:Cryosphere	cryosphere	skos:broadMatch	HumanCurated	In SWEET the parent class is a realm, while in ENVO it is an astronomical body part, so the SWEET term is broader than the ENVO term.
ENVO:01001625	polar tundra ecosystem	soreac:Tundra	tundra	skos:broadMatch	HumanCurated	We can have equitorial tundra (based on elevation) hence a broad match here.
ENVO:01000875	precipitation process	sophatmopc:AtmosphericPrecipitation	atmospheric precipitation	skos:narrowMatch	HumanCurated	Supports interoperbility for terms like precipitation of sleet which is cryo relevant.
ENVO:01001879	proglacial	sophcr:Proglacial	proglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO
ENVO:01001848	rime	somaw:Rime	rime	skos:closeMatch	HumanCurated	In ENVO this is a type of frost; while frost and rime are in separate trees in SWEET. The form of the ENVO definition should be updated.
ENVO:00000311	sandur	sorealg:Sandur	sandur	skos:relatedMatch	HumanCurated	In SWEET this is a geometric object, while in ENVO it is a material entity.
ENVO:00002200	sea ice	soreac:SeaIce	sea ice	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:01001531	sea ice field	soreac:IceField	ice field	skos:broadMatch	HumanCurated	SWEET's ice fields is a less specific term than ENVO's sea ice field
ENVO:03000066	sea ice floe	soreac:Floe	sea ice floe	skos:broadMatch	HumanCurated	ENVO sea ice floe is a more specific term than the SWEET term Floe.
ENVO:01001537	sea ice hummock	sorealo:Hummock	hummock	skos:broadMatch	HumanCurated	The ENVO term is more specific than the SWEET term
ENVO:01001536	sea ice mass	soreac:SeaIce	sea ice	skos:relatedMatch	HumanCurated	ENVO term is an accumulation of sea ice.
ENVO:01001550	sea-ice lead	soreac:Lead	lead	skos:relatedMatch	HumanCurated	In SWEET a lead is a water substance while in ENVO it is a layer - (SWEET appears to confound composition and morphology)
ENVO:01001553	shore lead	soreac:Lead	lead	skos:relatedMatch	HumanCurated	SWEET doesn't have this level of granularity
ENVO:03400015	sleet pellet	sophatmopc:Sleet	sleet	skos:relatedMatch	HumanCurated	SWEET has confounded the material with the process (double inheritance)
ENVO:01000406	snow	somaw:Snow	snow	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.
ENVO:01001617	snow accumulation process	sophcr:Accumulation	accumulation	skos:broadMatch	HumanCurated	Accumulation is a process in SWEET while ENVO distinguishes types of accumulation
ENVO:01001619	snow and ice accumulation process	sophcr:Accumulation	accumulation	skos:broadMatch	HumanCurated	Accumulation is a process in SWEET while ENVO distinguishes types of accumulation
ENVO:03400003	snow cover	sophhy:SnowCover	snow cover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);
ENVO:03400003	snow cover	sopropst:SnowCover	snow cover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);
ENVO:03000141	snow layer	sophhy:SnowCover	snow cover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);
ENVO:03000141	snow layer	sopropst:SnowCover	snow cover	skos:relatedMatch	HumanCurated	SWEET has two terms for snow cover (a thickness and a hydrospheric phenomenon);
ENVO:03000142	snow water equivalent	sopropst:SnowWaterEquivalent	snow water equivalent	skos:closeMatch	HumanCurated	Snow water equivalent is a quality in ENVO and a property in SWEET
ENVO:01000895	snowfall	sophatmopc:Snowfall	snowfall	skos:closeMatch	HumanCurated	In ENVO this is a commitment to a water ice precipitation process; while in SWEET it is a type of atmospheric precipitation which is a phenomenon (which is ambiguous).  At the top level these may not be quite the same.
ENVO:03000116	snowpack	sopropst:Snowpack	snowpack	skos:relatedMatch	HumanCurated	In SWEET this is a thickness, in ENVO a mass
ENVO:01000881	snowstorm	sophatmopc:Storm	storm	skos:broadMatch	HumanCurated	SWEET does not have snowstorm
ENVO:01001880	subglacial	sophcr:Subglacial	subglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO
ENVO:01001881	supraglacial	sophcr:Supraglacial	supraglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO
ENVO:01001534	tabular iceberg	soreac:TabularIceberg	tabular iceberg	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:00000552	talik	soreas:Talik	talik	skos:relatedMatch	HumanCurated	In SWEET talik is a soil layer; but there is no definition.  In ENVO talik is an area of unfrozen ground surrounded by permafrost.
ENVO:01001509	terrestrial ice calf	soreac:Calf	calf	skos:broadMatch	HumanCurated	SWEET Calf is less specific than ENVO terrestrial ice calf
ENVO:01001611	thawing process	soprocsc:Thawing	thawing	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.
ENVO:03000085	thermokarst	sorealg:Thermokarst	thermokarst	skos:closeMatch	HumanCurated	In SWEET this is a landform, which is accurate - need to compare upper level layers to determine if an exact match could be made if SWEET adopted the ENVO definition
ENVO:00000254	till plain	sorealg:TillPlain	till plain	skos:relatedMatch	HumanCurated	Despite having identical definitions, the SWEET till plain is a geometrical object; while the ENVO till plain is a material entity
ENVO:01000180	tundra biome	soreac:Tundra	tundra	skos:broadMatch	HumanCurated	ENVO refers to the ecosystem with its climax community SWEET is broader.
ENVO:03000140	tundra climate	soreacz:ClimateClassification	climate classification	skos:broadMatch	HumanCurated	SWEET doesn't have this level of granularity
ENVO:01001370	tundra ecosystem	soreac:Tundra	tundra	skos:closeMatch	HumanCurated	Candidate for Exact match if SWEET adopts the ENVO definition; however, it should be noted that the SWEET term links to links to ENVO:00000112 which is an area of tundra
ENVO:01001545	two-dimensional fiat water ice surface	soreac:IceSurface	ice surface	skos:relatedMatch	HumanCurated	Not clear how the top level terms of both ontologies relate with regards to the representation of surfaces or interfaces
ENVO:01000277	water ice	somaw:Ice	ice	skos:closeMatch	HumanCurated	Candidate Exact match if SWEET adopts the ENVO definition.
ENVO:01001530	water ice core	soreac:IceCore	ice core	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term
ENVO:01000846	water ice crystal	somaw:IceCrystal	ice crystal	skos:closeMatch	HumanCurated	Candidate Exact match. Placement in SWEET may need revision (mass noun vs countable entity).
ENVO:01001543	water ice surface layer	soreac:IceSurface	ice surface	skos:relatedMatch	HumanCurated	Related as the ENVO superclass is more generic, including more kinds of ice than just water ice.  The SWEET class is specifically a planetary bounding layer.  It is not clear whether SWEET term includes more than water ice, thus we keep this and the mapping to ENVO ice surface layer.
ENVO:01000830	water-based rainfall	sophatmopc:Rainfall	rainfall	skos:closeMatch	HumanCurated	Candidate Exact match. SWEET needs a definition and depending on what that becomes this could become exact match
