subject_id	subject_label	object_id	object_label	predicate_id	match_type	Comments																		
http://purl.obolibrary.org/obo/ENVO_01001547	land ice mass	http://sweetontology.net/realmCryo/LandIce	LandIce	skos:closeMatch	HumanCurated	The SWEET definition is limited to the Earth while much of that text is a comment in ENVO and ENVO isn't scoped to the Earth																		
http://purl.obolibrary.org/obo/ENVO_00000298	marine iceberg	http://sweetontology.net/realmCryo/Iceberg	Iceberg	skos:closeMatch	HumanCurated	SWEET doesn't have this level of granularity																		
http://purl.obolibrary.org/obo/ENVO_01000981	mass liquid flow	http://sweetontology.net/phenFluidDynamics/Flow	Flow	skos:broadMatch	HumanCurated	SWEET terms is broader as it includes all flows e.g. energy																		
http://purl.obolibrary.org/obo/ENVO_01000981	mass liquid flow	http://sweetontology.net/phenSystem/Flow	Flow	skos:broadMatch	HumanCurated	Assuming subclasses of change in SWEET are processes (BFO process) but some terms in the hierarchy are debatable 																		
http://purl.obolibrary.org/obo/ENVO_01000690	mass wasting	http://sweetontology.net/phenGeolGeomorphology/MassWasting	MassWasting	skos:closeMatch	HumanCurated	SWEET hierarchy looks to be a process like in ENVO's. A candidate for exact match if SWEET adds ENVO's definition to SWEET's term.																		
http://purl.obolibrary.org/obo/ENVO_01000696	mass wasting flow	http://sweetontology.net/phenGeolGeomorphology/MassWasting	MassWasting	skos:broadMatch	HumanCurated	ENVO term's parent is close match.																		
http://purl.obolibrary.org/obo/ENVO_03000009	material accumulation process	http://sweetontology.net/phenSystem/Accumulation	Accumulation	skos:relatedMatch	HumanCurated	The ENVO term is a process; while in SWEETs system phenomena covers several things quality or process.																		
http://purl.obolibrary.org/obo/ENVO_03000010	material transport process	http://sweetontology.net/phenFluidTransport/Transport	Transport	skos:relatedMatch	HumanCurated	Relationship is unclear. The SWEET hierarchy doesn't specify what's transported can't tell if it's material or not. 																		
http://purl.obolibrary.org/obo/ENVO_01000723	melting	http://sweetontology.net/procStateChange/Melting	Melting	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term																		
http://purl.obolibrary.org/obo/ENVO_00000177	moraine	http://sweetontology.net/realmLandGlacial/GlacialMoraine	GlacialMoraine	skos:relatedMatch	HumanCurated	"In SWEET this is a subclass of plain, but actually it is not a flat landform!"																		
http://purl.obolibrary.org/obo/ENVO_00000177	moraine	http://sweetontology.net/realmLandGlacial/Moraine	Moraine	skos:relatedMatch	HumanCurated	"In SWEET this is a subclass of plain, but actually it is not a flat landform!"																		
http://purl.obolibrary.org/obo/ENVO_00000181	nunatak	http://sweetontology.net/realmLandOrographic/Summit	Summit	skos:broadMatch	HumanCurated	"In SWEET these are geospatial entities, not physical entities; so at best a broader match."																		
http://purl.obolibrary.org/obo/ENVO_00000181	nunatak	http://sweetontology.net/reprSpaceGeometry/Peak	Peak	skos:broadMatch	HumanCurated	"In SWEET these are geospatial entities, not physical entities; so at best a broader match."																		
http://purl.obolibrary.org/obo/ENVO_01001556	pack ice mass	http://sweetontology.net/realmCryo/PackIce	PackIce	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term																		
http://purl.obolibrary.org/obo/ENVO_01001659	periglacial process	http://sweetontology.net/phenCryo/Periglacial	Periglacial	skos:closeMatch	HumanCurated	SWEET lacks a definition but based on its position in the phenomenon branch rather than the quality ENVO:01001853																		
http://purl.obolibrary.org/obo/ENVO_00000134	permafrost	http://sweetontology.net/realmSoil/Permafrost	Permafrost	skos:relatedMatch	HumanCurated	"In SWEET this is a 3-D geospatial entity, instead of ENVO's environmental material."																		
http://purl.obolibrary.org/obo/ENVO_03000144	planetary cryosphere	http://sweetontology.net/realm/Cryosphere	Cryosphere	skos:broadMatch	HumanCurated	"In SWEET the parent class is a realm, while in ENVO it is an astronomical body part, so the SWEET term is broader than the ENVO term."																		
http://purl.obolibrary.org/obo/ENVO_01001625	polar tundra ecosystem	http://sweetontology.net/realmCryo/Tundra	Tundra	skos:broadMatch	HumanCurated	We can have equitorial tundra (based on elevation) hence a broad match here. 																		
http://purl.obolibrary.org/obo/ENVO_01000875	precipitation process	http://sweetontology.net/phenAtmoPrecipitation/AtmosphericPrecipitation	AtmosphericPrecipitation	skos:narrowMatch	HumanCurated	Supports interoperbility for terms like precipitation of sleet which is cryo relevant. 																		
http://purl.obolibrary.org/obo/ENVO_01001879	proglacial	http://sweetontology.net/phenCryo/Proglacial	Proglacial	skos:relatedMatch	HumanCurated	SWEET has this in the phenomenon branch while it is a quality in ENVO																		
http://purl.obolibrary.org/obo/ENVO_01001848	rime	http://sweetontology.net/matrWater/Rime	Rime	skos:closeMatch	HumanCurated	In ENVO this is a type of frost; while frost and rime are in separate trees in SWEET. The form of the ENVO definition should be updated. 																		
http://purl.obolibrary.org/obo/ENVO_00000311	sandur	http://sweetontology.net/realmLandGlacial/Sandur	Sandur	skos:relatedMatch	HumanCurated	"In SWEET this is a geometric object, while in ENVO it is a material entity."																		
http://purl.obolibrary.org/obo/ENVO_00002200	sea ice	http://sweetontology.net/realmCryo/SeaIce	SeaIce	skos:closeMatch	HumanCurated	A candidate for exact match if SWEET adds ENVO's definition to SWEET's term																		
http://purl.obolibrary.org/obo/ENVO_01001531	sea ice field	http://sweetontology.net/realmCryo/IceField	IceField	skos:broadMatch	HumanCurated	SWEET's ice fields is a less specific term than ENVO's sea ice field																		
