?label	?exact	?broad	?narrow	?related	?subset	?uri
"valley"			"shelf valley"	"gorge"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"graben"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"hollow"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"lavaka"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"ravine"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"re-entrant"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"seachannel"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"strath"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"trench"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"vale"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley"			"shelf valley"	"water gap"		"http://purl.obolibrary.org/obo/ENVO_00000100"
"valley glacier"						"http://purl.obolibrary.org/obo/ENVO_00000458"
"vanadium fume"						"http://purl.obolibrary.org/obo/ENVO_02000115"
"vaporisation"	"vaporization"					"http://purl.obolibrary.org/obo/ENVO_01000622"
"vegetable garden soil"						"http://purl.obolibrary.org/obo/ENVO_00005779"
"vegetated area"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001305"
"vegetated hill"						"http://purl.obolibrary.org/obo/ENVO_01000943"
"vegetation layer"				"forest layer"		"http://purl.obolibrary.org/obo/ENVO_01000355"
"vegetation layer"				"forest stratum"		"http://purl.obolibrary.org/obo/ENVO_01000355"
"vegetation layer"				"woodland layer"		"http://purl.obolibrary.org/obo/ENVO_01000355"
"vegetation layer"				"woodland stratum"		"http://purl.obolibrary.org/obo/ENVO_01000355"
"vehicle"						"http://purl.obolibrary.org/obo/ENVO_01000604"
"vein"						"http://purl.obolibrary.org/obo/ENVO_01000670"
"ventilated improved pit latrine"	"VIP latrine"	"ventilated pit latrine"				"http://purl.obolibrary.org/obo/ENVO_01000530"
"vertisol"						"http://purl.obolibrary.org/obo/ENVO_00002254"
"vibration process"	"vibration"					"http://purl.obolibrary.org/obo/ENVO_01001759"
"village"						"http://purl.obolibrary.org/obo/ENVO_01000773"
"village biome"						"http://purl.obolibrary.org/obo/ENVO_01000246"
"vineyard"	"vineyard"	"agricultural site"				"http://purl.obolibrary.org/obo/ENVO_00000116"
"vineyard"	"vineyards"	"agricultural site"				"http://purl.obolibrary.org/obo/ENVO_00000116"
"vineyard"	"vineyard"	"cropland"				"http://purl.obolibrary.org/obo/ENVO_00000116"
"vineyard"	"vineyards"	"cropland"				"http://purl.obolibrary.org/obo/ENVO_00000116"
"violent environment"						"http://purl.obolibrary.org/obo/ENVO_03500011"
"virga"		"A process in which precipitation falls from a cloud but evaporates or sublimes before making contact with a planetary surface."				"http://purl.obolibrary.org/obo/ENVO_01000837"
"visible spectrum radiation"	"optical radiation"			"visible light"		"http://purl.obolibrary.org/obo/ENVO_21001215"
"visible spectrum radiation from a manufactured product"	"optical radiation from a manufactured product"					"http://purl.obolibrary.org/obo/ENVO_01001502"
"visible spectrum stellar radiation"	"optical stellar radiation"		"visible spectrum solar radiation"		"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001215"
"visible spectrum stellar radiation"	"optical stellar radiation"		"visible spectrum solar radiation"		"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001215"
"vitreous humor material"	"vitreous humour material"					"http://purl.obolibrary.org/obo/ENVO_02000032"
"vivarium"						"http://purl.obolibrary.org/obo/ENVO_00010622"
"vog"						"http://purl.obolibrary.org/obo/ENVO_01001258"
"volatile astrogeological material"				"volatile"	"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001154"
"volcanic arc"						"http://purl.obolibrary.org/obo/ENVO_00000351"
"volcanic ash"						"http://purl.obolibrary.org/obo/ENVO_01000701"
"volcanic cave"				"lava cave"		"http://purl.obolibrary.org/obo/ENVO_00000322"
"volcanic cone"	"lava cone"	"cone"		"cone (geological)"		"http://purl.obolibrary.org/obo/ENVO_00000398"
"volcanic crater"				"crater"		"http://purl.obolibrary.org/obo/ENVO_00000246"
"volcanic crater glacier"				"crater glacier"		"http://purl.obolibrary.org/obo/ENVO_01001354"
"volcanic crater lake"						"http://purl.obolibrary.org/obo/ENVO_00000052"
"volcanic crater zone"						"http://purl.obolibrary.org/obo/ENVO_01001356"
"volcanic dike"	"dyke (geologic)"	"ridge"				"http://purl.obolibrary.org/obo/ENVO_00000498"
"volcanic dike"	"igneous dike"	"ridge"				"http://purl.obolibrary.org/obo/ENVO_00000498"
"volcanic dike"	"volcanic dyke"	"ridge"				"http://purl.obolibrary.org/obo/ENVO_00000498"
"volcanic eruption"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000634"
"volcanic feature"				"volcanic landform"		"http://purl.obolibrary.org/obo/ENVO_00000094"
"volcanic field"				"volcanic complex"		"http://purl.obolibrary.org/obo/ENVO_00000354"
"volcanic field"				"volcanic group"		"http://purl.obolibrary.org/obo/ENVO_00000354"
"volcanic field"				"volcanic system"		"http://purl.obolibrary.org/obo/ENVO_00000354"
"volcanic fissure"				"fissure"		"http://purl.obolibrary.org/obo/ENVO_00000408"
"volcanic fissure"				"fissure vent"		"http://purl.obolibrary.org/obo/ENVO_00000408"
"volcanic rock"						"http://purl.obolibrary.org/obo/ENVO_00002015"
"volcanic seismic vibration"				"volcanic seismicity"		"http://purl.obolibrary.org/obo/ENVO_01001761"
"volcanic soil"						"http://purl.obolibrary.org/obo/ENVO_01001841"
"volcano"	"Volcano"	"mount"				"http://purl.obolibrary.org/obo/ENVO_00000247"
"volcano"	"volcano"	"mount"				"http://purl.obolibrary.org/obo/ENVO_00000247"
"volume of hydrological precipitation"	"Niederschlagsmenge"			"precipitation"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"volume of hydrological precipitation"	"Niederschlagsmenge"			"precipitation level"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"volume of hydrological precipitation"	"Niederschlagsmenge"			"precipitation quantity"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"volume of hydrological precipitation"	"precipitation amount"			"precipitation"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"volume of hydrological precipitation"	"precipitation amount"			"precipitation level"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"volume of hydrological precipitation"	"precipitation amount"			"precipitation quantity"		"http://purl.obolibrary.org/obo/ENVO_01001363"
"vomit material"						"http://purl.obolibrary.org/obo/ENVO_00000338"
"wadi"	"wadis"		"wadi bend"	"arroyo"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi bend"	"coulee"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi bend"	"gully"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi bend"	"nullah"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi bend"	"wash"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi junction"	"arroyo"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi junction"	"coulee"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi junction"	"gully"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi junction"	"nullah"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi junction"	"wash"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi mouth"	"arroyo"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi mouth"	"coulee"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi mouth"	"gully"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi mouth"	"nullah"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi"	"wadis"		"wadi mouth"	"wash"		"http://purl.obolibrary.org/obo/ENVO_00000031"
"wadi mouth"	"wadi mouth"					"http://purl.obolibrary.org/obo/ENVO_00000507"
"warehouse"						"http://purl.obolibrary.org/obo/ENVO_00003963"
"warm core cyclone"	"warm-core cyclone"				"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01001298"
"warm front"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001707"
"warm monomictic lake"						"http://purl.obolibrary.org/obo/ENVO_01000290"
"warm occluded front"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001716"
"warm polymictic lake"						"http://purl.obolibrary.org/obo/ENVO_01000292"
"warm season"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000097"
"warm seep"						"http://purl.obolibrary.org/obo/ENVO_00002926"
"warm surface current"						"http://purl.obolibrary.org/obo/ENVO_01000101"
"warming of a fluid"						"http://purl.obolibrary.org/obo/ENVO_01001739"
"warming of a gas"						"http://purl.obolibrary.org/obo/ENVO_01001740"
"warming of a liquid"						"http://purl.obolibrary.org/obo/ENVO_01001741"
"warming of a solid"						"http://purl.obolibrary.org/obo/ENVO_01001742"
"waste disposal process"						"http://purl.obolibrary.org/obo/ENVO_01001260"
"waste material"						"http://purl.obolibrary.org/obo/ENVO_00002264"
"waste role"						"http://purl.obolibrary.org/obo/ENVO_01000665"
"waste treatment plant"	"WWTP"					"http://purl.obolibrary.org/obo/ENVO_00002272"
"waste water"					<http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC>	"http://purl.obolibrary.org/obo/ENVO_00002001"
"wastewater treatment plant"						"http://purl.obolibrary.org/obo/ENVO_00002043"
"water accumulation process"						"http://purl.obolibrary.org/obo/ENVO_01001220"
"water body"	"aquatic feature"	"hydrographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000063"
"water body"	"bodies of water"	"hydrographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000063"
"water body"	"body of water"	"hydrographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000063"
"water body"	"waterbody"	"hydrographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000063"
"water column exposed melt pond"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000119"
"water current"						"http://purl.obolibrary.org/obo/ENVO_01001607"
"water droplet"						"http://purl.obolibrary.org/obo/ENVO_01000833"
"water flow process"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000982"
"water ice"				"ice"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000277"
"water ice core"		"ice core"				"http://purl.obolibrary.org/obo/ENVO_01001530"
"water ice core"		"ice sample"				"http://purl.obolibrary.org/obo/ENVO_01001530"
"water ice crystal"		"ice crystal"			"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000846"
"water ice formation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000950"
"water ice layer"						"http://purl.obolibrary.org/obo/ENVO_01001276"
"water ice sublimation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000920"
"water ice surface layer"						"http://purl.obolibrary.org/obo/ENVO_01001543"
"water intake"						"http://purl.obolibrary.org/obo/ENVO_01000968"
"water mass"						"http://purl.obolibrary.org/obo/ENVO_01000685"
"water mass front"						"http://purl.obolibrary.org/obo/ENVO_01000096"
"water pollution"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_02500039"
"water pollution"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_02500039"
"water raindrop"		"raindrop"				"http://purl.obolibrary.org/obo/ENVO_01000834"
"water scum"						"http://purl.obolibrary.org/obo/ENVO_00005794"
"water surface"	"surface of a body of water"					"http://purl.obolibrary.org/obo/ENVO_01001191"
"water surface"	"water body surface"					"http://purl.obolibrary.org/obo/ENVO_01001191"
"water truck"						"http://purl.obolibrary.org/obo/ENVO_01000603"
"water vapour"	"aqueous vapor"					"http://purl.obolibrary.org/obo/ENVO_01000266"
"water vapour"	"aqueous vapour"					"http://purl.obolibrary.org/obo/ENVO_01000266"
"water vapour"	"water vapor"					"http://purl.obolibrary.org/obo/ENVO_01000266"
"water vapour saturated air"	"water-vapour-saturated air"			"wet air"		"http://purl.obolibrary.org/obo/ENVO_01000829"
"water well"						"http://purl.obolibrary.org/obo/ENVO_01000002"
"water-based cloud"		"cloud mass"			"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001428"
"water-based cloud droplet"	"water based cloud droplet"	"cloud drop"				"http://purl.obolibrary.org/obo/ENVO_01000836"
"water-based cloud droplet"	"water based cloud droplet"	"cloud droplet"				"http://purl.obolibrary.org/obo/ENVO_01000836"
"water-based planetary surface"				"A liquid planetary surface which is composed primarily of water."		"http://purl.obolibrary.org/obo/ENVO_01001193"
"water-based rain"						"http://purl.obolibrary.org/obo/ENVO_01001565"
"water-based rainfall"		"rain fall"		"rain"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000830"
"water-based rainfall"		"rainfall"		"rain"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000830"
"water-body-derived ice"						"http://purl.obolibrary.org/obo/ENVO_01001557"
"waterborne particulate matter"						"http://purl.obolibrary.org/obo/ENVO_01000436"
"watercourse"			"culvert"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"culvert"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"dredged channel"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"fork"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gulch"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gully"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gut"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"gutter"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"kill"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"lode"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"narrows"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"overflow channel"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"passage"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"pup"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"race"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"narrows"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"ravine"	"narrows (hydrographic)"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"awawa"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"barranca"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"beck"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"branch"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"brook"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"course"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"draw"		"http://purl.obolibrary.org/obo/ENVO_00000029"
"watercourse"			"reach"	"moat"		"http://purl.obolibrary.org/obo/ENVO_00000029"
