x,xl,p,pl,y,yl
http://purl.obolibrary.org/obo/ENVO_00003967,creamery,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00003862,dairy
http://purl.obolibrary.org/obo/ENVO_01000137,organic matter fall,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000501,bed
http://purl.obolibrary.org/obo/ENVO_02000003,pockmark field,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000160,marine pockmark
http://purl.obolibrary.org/obo/ENVO_01000300,atmospheric Taylor column,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_01000267,atmosphere
http://purl.obolibrary.org/obo/ENVO_00000498,volcanic dike,http://purl.obolibrary.org/obo/RO_0002354,,http://purl.obolibrary.org/obo/ENVO_01000634,volcanic eruption
http://purl.obolibrary.org/obo/ENVO_01000180,tundra biome,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000112,tundra
http://purl.obolibrary.org/obo/ENVO_00002132,metalimnion,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000199,meromictic lake
http://purl.obolibrary.org/obo/ENVO_01000634,volcanic eruption,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_01000638,planetary crust
http://purl.obolibrary.org/obo/ENVO_00000390,mountain spur,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000081,mountain
http://purl.obolibrary.org/obo/ENVO_00000507,wadi mouth,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_00000031,wadi
http://purl.obolibrary.org/obo/ENVO_00002000,slope,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000176,elevation
http://purl.obolibrary.org/obo/ENVO_01000139,animal carcass fall,http://purl.obolibrary.org/obo/RO_0002219,,http://purl.obolibrary.org/obo/ENVO_00002006,water
http://purl.obolibrary.org/obo/ENVO_01000731,igneous extrusion,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002013,igneous rock
http://purl.obolibrary.org/obo/ENVO_01000510,'sheet-iron building roof',http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000507,iron sheet
http://purl.obolibrary.org/obo/ENVO_01000702,ash fall process,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_01000701,volcanic ash
https://purl.obolibrary.org/obo/ENVO_01000542,ozone layer,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000538,stratosphere
http://purl.obolibrary.org/obo/ENVO_00002117,creosote contaminated soil,http://purl.obolibrary.org/obo/envo#has_increased_levels_of,,http://purl.obolibrary.org/obo/ENVO_2000001,creosote
http://purl.obolibrary.org/obo/ENVO_01000200,tropical broadleaf forest biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000204,tropical
http://purl.obolibrary.org/obo/ENVO_01000400,tropical thorn forest,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000204,tropical
http://purl.obolibrary.org/obo/ENVO_01000521,batholith,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002013,igneous rock
http://purl.obolibrary.org/obo/ENVO_01000390,temperate mixed needleleaf forest,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000206,temperate
http://purl.obolibrary.org/obo/ENVO_00005743,roadside soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000447,roadside
http://purl.obolibrary.org/obo/ENVO_01000075,marine thermocline,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00001999,marine water body
http://purl.obolibrary.org/obo/ENVO_00000102,cave entrance,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000067,cave
http://purl.obolibrary.org/obo/ENVO_00005758,alluvial swamp soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000233,swamp
http://purl.obolibrary.org/obo/ENVO_01000490,sandy building floor,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000017,sand
http://purl.obolibrary.org/obo/ENVO_00002127,stream sediment,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000023,stream
http://purl.obolibrary.org/obo/ENVO_01000105,marine benthic feature,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_01000024,marine benthic biome
http://purl.obolibrary.org/obo/ENVO_01000445,disturbed area,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000254,environmental system
http://purl.obolibrary.org/obo/ENVO_01000187,subtropical savanna biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000205,subtropical
http://purl.obolibrary.org/obo/ENVO_01000533,covered pit latrine with slab floor,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000520,latrine slab
http://purl.obolibrary.org/obo/ENVO_00000495,tributary,http://purl.obolibrary.org/obo/RO_0002376,,http://purl.obolibrary.org/obo/ENVO_00000012,hydrographic feature
http://purl.obolibrary.org/obo/ENVO_01000186,polar desert biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000238,polar
http://purl.obolibrary.org/obo/ENVO_00000344,grain of desert sand,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00005800,desert sand
http://purl.obolibrary.org/obo/ENVO_01000712,riverine flood,http://purl.obolibrary.org/obo/RO_0002354,,http://purl.obolibrary.org/obo/ENVO_01000708,riverine flooding
http://purl.obolibrary.org/obo/ENVO_01000401,tropical mixed needleleaf forest,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000204,tropical
http://purl.obolibrary.org/obo/ENVO_00002063,oil seep,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002985,oil
http://purl.obolibrary.org/obo/ENVO_01000657,igneous intrusion process,http://purl.obolibrary.org/obo/RO_0002233,,http://purl.obolibrary.org/obo/ENVO_01000648,magma
http://purl.obolibrary.org/obo/ENVO_01000373,biological waste material,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002873,organic waste material
http://purl.obolibrary.org/obo/ENVO_00000084,mountain pass,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000080,mountain range
http://purl.obolibrary.org/obo/ENVO_00000382,lake shore,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000688,lake coast
http://purl.obolibrary.org/obo/ENVO_00012408,aquifer,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000329,phreatic zone
http://purl.obolibrary.org/obo/ENVO_00000386,river mouth,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000022,river
http://purl.obolibrary.org/obo/ENVO_01000682,glacial abrasion,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_00000133,glacier
http://purl.obolibrary.org/obo/ENVO_01000333,hillside,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000083,hill
http://purl.obolibrary.org/obo/ENVO_01000250,subpolar coniferous forest biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000251,subpolar
http://purl.obolibrary.org/obo/ENVO_00000416,coastal dune,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_00000303,sea coast
http://purl.obolibrary.org/obo/ENVO_01000615,motorcycle,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000610,motor
http://purl.obolibrary.org/obo/ENVO_01000277,water ice,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002006,water
http://purl.obolibrary.org/obo/ENVO_01000526,sedimentary intrusion,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002016,sedimentary rock
http://purl.obolibrary.org/obo/ENVO_01000325,aquatic layer,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002006,water
http://purl.obolibrary.org/obo/ENVO_00005797,lake bottom mud,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000268,lake bed
http://purl.obolibrary.org/obo/ENVO_01000611,bus,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000610,motor
http://purl.obolibrary.org/obo/ENVO_00000431,drumlin field,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000276,drumlin
http://purl.obolibrary.org/obo/ENVO_00000275,ocean trench,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000015,ocean
http://purl.obolibrary.org/obo/ENVO_02500021,algal bloom collapse,http://purl.obolibrary.org/obo/RO_0002229,,http://purl.obolibrary.org/obo/ENVO_02500018,algal bloom process
http://purl.obolibrary.org/obo/ENVO_01000688,lake coast,http://purl.obolibrary.org/obo/RO_0002131,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_01000283,lake layer,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_01000170,indeterminate root nodule infection zone,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000168,indeterminate root nodule
http://purl.obolibrary.org/obo/ENVO_00005772,orchard soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000115,orchard
http://purl.obolibrary.org/obo/ENVO_00000055,saline evaporation pond,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00002010,saline water
http://purl.obolibrary.org/obo/ENVO_00000299,ice field,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000277,water ice
http://purl.obolibrary.org/obo/ENVO_00000098,island,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000635,land
https://purl.obolibrary.org/obo/ENVO_01000547,glaze ice layer,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000277,water ice
http://purl.obolibrary.org/obo/ENVO_00000484,polynya,http://purl.obolibrary.org/obo/RO_0002219,,http://purl.obolibrary.org/obo/ENVO_01000293,ice mass
http://purl.obolibrary.org/obo/ENVO_00000157,peat cut,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000044,peatland
http://purl.obolibrary.org/obo/ENVO_00000022,river,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000143,river bank
http://purl.obolibrary.org/obo/ENVO_01000657,igneous intrusion process,http://purl.obolibrary.org/obo/RO_0002234,,http://purl.obolibrary.org/obo/ENVO_01000659,igneous intrusion
http://purl.obolibrary.org/obo/ENVO_00000548,gravel field,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000018,gravel
http://purl.obolibrary.org/obo/ENVO_01000179,desert biome,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000097,desert
http://purl.obolibrary.org/obo/ENVO_01000506,concrete exterior wall,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000458,concrete
http://purl.obolibrary.org/obo/ENVO_01000383,temperate evergreen needleleaf forest,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000206,temperate
http://purl.obolibrary.org/obo/ENVO_01000061,marine wind mixed layer,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000209,marine photic zone
http://purl.obolibrary.org/obo/ENVO_01000503,burnt-brick exterior wall,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000474,brick material
http://purl.obolibrary.org/obo/ENVO_00000052,crater lake,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_00000246,volcanic crater
http://purl.obolibrary.org/obo/ENVO_01000208,mediterranean woodland biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000207,mediterranean
http://purl.obolibrary.org/obo/ENVO_01000114,boulder sediment,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000243,boulder
http://purl.obolibrary.org/obo/ENVO_00000346,grain of acid dune sand,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00005798,acid dune sand
http://purl.obolibrary.org/obo/ENVO_01000532,covered pit latrine,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000517,pit latrine
http://purl.obolibrary.org/obo/ENVO_00000222,oceanic island,http://purl.obolibrary.org/obo/RO_0002354,,http://purl.obolibrary.org/obo/ENVO_01000634,volcanic eruption
http://purl.obolibrary.org/obo/ENVO_02000049,coastal water body,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000303,sea coast
http://purl.obolibrary.org/obo/ENVO_00000546,lake sediment,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_00000510,meander neck,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000427,meander
http://purl.obolibrary.org/obo/ENVO_00001998,soil,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00002982,clay
http://purl.obolibrary.org/obo/ENVO_01000506,concrete exterior wall,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000456,concrete masonry unit
http://purl.obolibrary.org/obo/ENVO_01000653,slum,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000249,urban biome
http://purl.obolibrary.org/obo/ENVO_01000537,atmospheric ozone,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000267,atmosphere
http://purl.obolibrary.org/obo/ENVO_00002199,sandy beach,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000017,sand
http://purl.obolibrary.org/obo/ENVO_00001998,soil,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000256,mineral material
http://purl.obolibrary.org/obo/ENVO_01000609,motor boat,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000610,motor
http://purl.obolibrary.org/obo/ENVO_02500015,forest area expansion,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_02500011,afforestation
http://purl.obolibrary.org/obo/ENVO_01000517,pit latrine,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000522,latrine pit
http://purl.obolibrary.org/obo/ENVO_00000016,sea,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00002149,sea water
http://purl.obolibrary.org/obo/ENVO_01000047,mediterranean sea biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000207,mediterranean
http://purl.obolibrary.org/obo/ENVO_01000146,marine coral reef crest,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000150,coral reef
http://purl.obolibrary.org/obo/ENVO_01000385,temperate deciduous broadleaf forest,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000206,temperate
http://purl.obolibrary.org/obo/ENVO_01000424,patio,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_01000418,human house
http://purl.obolibrary.org/obo/ENVO_01000272,mudstone,http://purl.obolibrary.org/obo/RO_0001000,,http://purl.obolibrary.org/obo/ENVO_01000001,mud
http://purl.obolibrary.org/obo/ENVO_00005759,alluvial paddy field soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000297,paddy field
http://purl.obolibrary.org/obo/ENVO_02500039,water pollution,http://purl.obolibrary.org/obo/BFO_0000066,,http://purl.obolibrary.org/obo/ENVO_00002006,water
http://purl.obolibrary.org/obo/ENVO_01000365,ice cave,http://purl.obolibrary.org/obo/RO_0001015,,http://purl.obolibrary.org/obo/ENVO_01000293,ice mass
http://purl.obolibrary.org/obo/ENVO_01000192,tropical grassland biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000204,tropical
http://purl.obolibrary.org/obo/ENVO_02000003,pockmark field,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000482,sea floor
http://purl.obolibrary.org/obo/ENVO_01000536,factory,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00003861,industrial building
http://purl.obolibrary.org/obo/ENVO_00000021,freshwater lake,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002011,fresh water
http://purl.obolibrary.org/obo/ENVO_01000663,pumice,http://purl.obolibrary.org/obo/RO_0002353,,http://purl.obolibrary.org/obo/ENVO_01000634,volcanic eruption
http://purl.obolibrary.org/obo/ENVO_01000713,flash flood,http://purl.obolibrary.org/obo/RO_0002354,,http://purl.obolibrary.org/obo/ENVO_01000709,flash flooding
http://purl.obolibrary.org/obo/ENVO_01000664,tuff cone,http://purl.obolibrary.org/obo/RO_0001000,,http://purl.obolibrary.org/obo/ENVO_00000399,ash cone
http://purl.obolibrary.org/obo/ENVO_00000382,lake shore,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_00000153,headwater,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000023,stream
http://purl.obolibrary.org/obo/ENVO_01000147,marine coral reef fore reef,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000150,coral reef
http://purl.obolibrary.org/obo/ENVO_01000006,coastal upwelling,http://purl.obolibrary.org/obo/RO_0002220,,http://purl.obolibrary.org/obo/ENVO_00000303,sea coast
http://purl.obolibrary.org/obo/ENVO_00000175,karst,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000359,limestone cave
http://purl.obolibrary.org/obo/ENVO_00000354,volcanic field,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000247,volcano
http://purl.obolibrary.org/obo/ENVO_02500032,revegetation,http://purl.obolibrary.org/obo/RO_0002234,,http://purl.obolibrary.org/obo/ENVO_01001305,vegetated area
http://purl.obolibrary.org/obo/ENVO_01000242,desert scrubland,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000230,arid
http://purl.obolibrary.org/obo/ENVO_01000497,mud exterior wall,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000001,mud
http://purl.obolibrary.org/obo/ENVO_00000069,distributary,http://purl.obolibrary.org/obo/RO_0002377,,http://purl.obolibrary.org/obo/ENVO_00000012,hydrographic feature
http://purl.obolibrary.org/obo/ENVO_00000273,continental slope,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000298,continental margin
http://purl.obolibrary.org/obo/ENVO_00000550,range of seamounts,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000264,seamount
http://purl.obolibrary.org/obo/ENVO_00000243,freshwater wetland,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00002011,fresh water
http://purl.obolibrary.org/obo/ENVO_00000515,road cut,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000064,road
http://purl.obolibrary.org/obo/ENVO_00002875,oil contaminated soil,http://purl.obolibrary.org/obo/envo#has_increased_levels_of,,http://purl.obolibrary.org/obo/ENVO_00002985,oil
http://purl.obolibrary.org/obo/ENVO_01000201,subtropical broadleaf forest biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000205,subtropical
http://purl.obolibrary.org/obo/ENVO_01000523,pit latrine with slab floor,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_01000520,latrine slab
http://purl.obolibrary.org/obo/ENVO_00005786,upland soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000182,plateau
http://purl.obolibrary.org/obo/ENVO_00000091,beach,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000304,shore
http://purl.obolibrary.org/obo/ENVO_00000303,sea coast,http://purl.obolibrary.org/obo/RO_0002131,,http://purl.obolibrary.org/obo/ENVO_01000635,land
http://purl.obolibrary.org/obo/ENVO_00012408,aquifer,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000328,vadose zone
http://purl.obolibrary.org/obo/ENVO_01000171,indeterminate root nodule nitrogen fixation zone,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000168,indeterminate root nodule
http://purl.obolibrary.org/obo/ENVO_00002130,hypolimnion,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000199,meromictic lake
http://purl.obolibrary.org/obo/ENVO_01000005,upwelling,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000015,ocean
http://purl.obolibrary.org/obo/ENVO_00000339,piece of rock,http://purl.obolibrary.org/obo/RO_0001000,,http://purl.obolibrary.org/obo/ENVO_00001995,rock
http://purl.obolibrary.org/obo/ENVO_01000094,subtropical convergence front,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000205,subtropical
http://purl.obolibrary.org/obo/ENVO_01000347,montane conifer woodland,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000342,montane
http://purl.obolibrary.org/obo/ENVO_00003968,air filter,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00002874,air conditioning unit
http://purl.obolibrary.org/obo/ENVO_01000078,marine nutricline,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00001999,marine water body
http://purl.obolibrary.org/obo/ENVO_00000019,saline lake,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002010,saline water
http://purl.obolibrary.org/obo/ENVO_01000719,snowmelt,http://purl.obolibrary.org/obo/RO_0002234,,http://purl.obolibrary.org/obo/ENVO_00002011,fresh water
http://purl.obolibrary.org/obo/ENVO_01000684,glacial ice thrusting,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_01000491,glass building floor,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000480,glass
http://purl.obolibrary.org/obo/ENVO_01000260,nutricline,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000063,water body
http://purl.obolibrary.org/obo/ENVO_00000147,ocean current,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000015,ocean
http://purl.obolibrary.org/obo/ENVO_00000540,brackish lake,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002019,brackish water
http://purl.obolibrary.org/obo/ENVO_01000125,marine littoral zone,http://purl.obolibrary.org/obo/BFO_0000051,,http://purl.obolibrary.org/obo/ENVO_00000316,intertidal zone
http://purl.obolibrary.org/obo/ENVO_00000097,desert,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000230,arid
http://purl.obolibrary.org/obo/ENVO_00002236,cryosol,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000134,permafrost
http://purl.obolibrary.org/obo/ENVO_01000511,thatched building roof,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_01000473,thatch
http://purl.obolibrary.org/obo/ENVO_01000364,glacier cave,http://purl.obolibrary.org/obo/RO_0001025,,http://purl.obolibrary.org/obo/ENVO_00000133,glacier
http://purl.obolibrary.org/obo/ENVO_01000702,ash fall process,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_01000324,planetary surface
http://purl.obolibrary.org/obo/ENVO_00005746,savanna soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000261,savanna
http://purl.obolibrary.org/obo/ENVO_00002018,sewage,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002276,animal waste material
http://purl.obolibrary.org/obo/ENVO_01000486,building floor,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000073,building
http://purl.obolibrary.org/obo/ENVO_01000634,volcanic eruption,http://purl.obolibrary.org/obo/RO_0002233,,http://purl.obolibrary.org/obo/ENVO_01000648,magma
http://purl.obolibrary.org/obo/ENVO_01000385,temperate deciduous broadleaf forest,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000202,temperate broadleaf forest biome
http://purl.obolibrary.org/obo/ENVO_00005773,pasture soil,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_00000266,pasture
http://purl.obolibrary.org/obo/ENVO_01000321,sea water environment,http://purl.obolibrary.org/obo/RO_0002473,,http://purl.obolibrary.org/obo/ENVO_00002149,sea water
http://purl.obolibrary.org/obo/ENVO_01000707,coastal flooding,http://purl.obolibrary.org/obo/RO_0000057,,http://purl.obolibrary.org/obo/ENVO_01000687,coast
http://purl.obolibrary.org/obo/ENVO_01000410,marine eulittoral zone,http://purl.obolibrary.org/obo/BFO_0000050,,http://purl.obolibrary.org/obo/ENVO_01000125,marine littoral zone
http://purl.obolibrary.org/obo/ENVO_01000220,tropical woodland biome,http://purl.obolibrary.org/obo/envo#has_condition,has_condition,http://purl.obolibrary.org/obo/ENVO_01000204,tropical
http://purl.obolibrary.org/obo/ENVO_01000721,icemelt,http://purl.obolibrary.org/obo/RO_0002234,,http://purl.obolibrary.org/obo/ENVO_00002011,fresh water
