x,xl,p,pl,y,yl
http://purl.obolibrary.org/obo/ENVO_01000508,salt material,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000256,mineral material
http://purl.obolibrary.org/obo/ENVO_01000528,dry toilet fixture,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000516,toilet fixture
http://purl.obolibrary.org/obo/ENVO_01000169,indeterminate root nodule active meristem,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000168,indeterminate root nodule
http://purl.obolibrary.org/obo/ENVO_00000019,saline lake,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_00003030,silage,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010003,agricultural environmental material
http://purl.obolibrary.org/obo/ENVO_00005775,salt contaminated soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002116,contaminated soil
http://purl.obolibrary.org/obo/ENVO_00003975,vegetable oil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002985,oil
http://purl.obolibrary.org/obo/ENVO_00003979,sour milk,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010129,milk
http://purl.obolibrary.org/obo/ENVO_01000179,desert biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000446,terrestrial biome
http://purl.obolibrary.org/obo/ENVO_0010151,microbial rennet,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010057,microbial food product
http://purl.obolibrary.org/obo/ENVO_01000734,laccolith,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000525,intrusion
http://purl.obolibrary.org/obo/ENVO_01000284,amictic lake,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000020,lake
http://purl.obolibrary.org/obo/ENVO_00000224,slightly stratified estuary,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000045,estuary
http://purl.obolibrary.org/obo/ENVO_01000164,root nodule,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000162,organ
http://purl.obolibrary.org/obo/ENVO_00002134,anaerobic stream sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002127,stream sediment
http://purl.obolibrary.org/obo/ENVO_0010040,Limburger,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010039,cow's milk cheese
http://purl.obolibrary.org/obo/ENVO_01000728,tectonic uplift process,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_00000080,mountain range,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000478,range of mounts
http://purl.obolibrary.org/obo/ENVO_00002134,anaerobic stream sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002045,anaerobic sediment
http://purl.obolibrary.org/obo/ENVO_00000273,continental slope,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002000,slope
http://purl.obolibrary.org/obo/ENVO_02000069,duck meat product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010043,poultry meat product
http://purl.obolibrary.org/obo/ENVO_02000029,cerebrospinal fluid,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02000019,bodily fluid
http://purl.obolibrary.org/obo/ENVO_00000106,grassland,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01001305,vegetated area
http://purl.obolibrary.org/obo/ENVO_00002231,alisol,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001998,soil
http://purl.obolibrary.org/obo/ENVO_00000398,volcanic cone,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000094,volcanic feature
http://purl.obolibrary.org/obo/ENVO_01000722,meltwater,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002006,water
http://purl.obolibrary.org/obo/ENVO_0010139,jam,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010138,fruit preserve
http://purl.obolibrary.org/obo/ENVO_00000210,marine aphotic zone,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000295,marine layer
http://purl.obolibrary.org/obo/ENVO_00000358,protected area,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000562,park
http://purl.obolibrary.org/obo/ENVO_00000546,lake sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_00005742,arable soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001998,soil
http://purl.obolibrary.org/obo/ENVO_01000095,marginal ice zone front,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000071,oceanic front
http://purl.obolibrary.org/obo/ENVO_00000336,doline karst,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000175,karst
http://purl.obolibrary.org/obo/ENVO_01000010,abiotic mesoscopic physical object,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002004,mesoscopic physical object
http://purl.obolibrary.org/obo/ENVO_00000444,clearing,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000352,field
http://purl.obolibrary.org/obo/ENVO_00003930,scum,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00010483,environmental material
http://purl.obolibrary.org/obo/ENVO_01000022,marine salt marsh biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000447,marine biome
http://purl.obolibrary.org/obo/ENVO_00005783,leafy wood soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002261,forest soil
http://purl.obolibrary.org/obo/ENVO_00003919,research station,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000469,research facility
http://purl.obolibrary.org/obo/ENVO_01000445,disturbed area,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000408,environmental zone
http://purl.obolibrary.org/obo/ENVO_00002195,pyritic acid mine drainage,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001997,acid mine drainage
http://purl.obolibrary.org/obo/ENVO_01000260,nutricline,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000258,cline
http://purl.obolibrary.org/obo/ENVO_00000440,rock shelter,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000067,cave
http://purl.obolibrary.org/obo/ENVO_00000479,mouth,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000029,watercourse
http://purl.obolibrary.org/obo/ENVO_00000413,pingo,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000176,elevation
http://purl.obolibrary.org/obo/ENVO_00002165,meat food product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010000,animal food product
http://purl.obolibrary.org/obo/ENVO_01000283,lake layer,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000325,aquatic layer
http://purl.obolibrary.org/obo/ENVO_00000014,canal,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000121,artificial channel
http://purl.obolibrary.org/obo/ENVO_01000184,subtropical desert biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000179,desert biome
http://purl.obolibrary.org/obo/ENVO_00005745,allotment garden,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000011,garden
http://purl.obolibrary.org/obo/ENVO_01000192,tropical grassland biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000177,grassland biome
http://purl.obolibrary.org/obo/ENVO_00000437,Nye channel,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000436,tunnel valley
http://purl.obolibrary.org/obo/ENVO_01000229,mediterranean savanna biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000187,subtropical savanna biome
http://purl.obolibrary.org/obo/ENVO_00002114,contaminated sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_00000353,island arc,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000351,volcanic arc
http://purl.obolibrary.org/obo/ENVO_01000085,plume front,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000071,oceanic front
http://purl.obolibrary.org/obo/ENVO_01000141,seal fall,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000139,animal carcass fall
http://purl.obolibrary.org/obo/ENVO_01000201,subtropical broadleaf forest biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000197,broadleaf forest biome
http://purl.obolibrary.org/obo/ENVO_00009003,human-associated habitat,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00009002,mammalia-associated habitat
http://purl.obolibrary.org/obo/ENVO_0010034,cervid milk,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010129,milk
http://purl.obolibrary.org/obo/ENVO_0010084,nut food product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010085,plant seed food product
http://purl.obolibrary.org/obo/ENVO_00003082,enriched soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001998,soil
http://purl.obolibrary.org/obo/ENVO_00000177,moraine,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000000,geographic feature
http://purl.obolibrary.org/obo/ENVO_00003038,beer wort,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00003037,wort
http://purl.obolibrary.org/obo/ENVO_00003048,pickled cabbage,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010094,pickled cruciferous food product
http://purl.obolibrary.org/obo/ENVO_00003870,rice straw,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00003869,straw
http://purl.obolibrary.org/obo/ENVO_02000025,sweat,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02000022,excreta
http://purl.obolibrary.org/obo/ENVO_01000242,desert scrubland,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000300,scrubland
http://purl.obolibrary.org/obo/ENVO_02500011,afforestation,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500000,environmental system process
http://purl.obolibrary.org/obo/ENVO_0010031,cervid dairy product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000011,dairy product
http://purl.obolibrary.org/obo/ENVO_01000116,pebble sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_00000287,butte,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000176,elevation
http://purl.obolibrary.org/obo/ENVO_00005770,beech forest soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002261,forest soil
http://purl.obolibrary.org/obo/ENVO_00005776,peaty paddy field soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00005740,paddy field soil
http://purl.obolibrary.org/obo/ENVO_02000048,contaminated animal feed,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02000047,animal feed
http://purl.obolibrary.org/obo/ENVO_00000011,garden,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000002,anthropogenic geographic feature
http://purl.obolibrary.org/obo/ENVO_00000181,nunatak,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000480,peak
http://purl.obolibrary.org/obo/ENVO_01000215,temperate shrubland biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000176,shrubland biome
http://purl.obolibrary.org/obo/ENVO_0010073,citrus fruit extract,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00003878,fruit extract product
http://purl.obolibrary.org/obo/ENVO_00000436,tunnel valley,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000248,glacial valley
http://purl.obolibrary.org/obo/ENVO_00002123,bioreactor,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000009,biotic mesoscopic physical object
http://purl.obolibrary.org/obo/ENVO_00000086,plain,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000191,physiographic feature
http://purl.obolibrary.org/obo/ENVO_01000147,marine coral reef fore reef,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000143,marine reef
http://purl.obolibrary.org/obo/ENVO_00000244,abyssal plain,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000086,plain
http://purl.obolibrary.org/obo/ENVO_01000263,cold seep,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000262,seep
http://purl.obolibrary.org/obo/ENVO_00002926,warm seep,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000262,seep
http://purl.obolibrary.org/obo/ENVO_01000410,marine eulittoral zone,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000408,environmental zone
http://purl.obolibrary.org/obo/ENVO_01000479,lime plaster,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000476,plaster
http://purl.obolibrary.org/obo/ENVO_00002266,chicken breeding waste material,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000371,agricultural waste material
http://purl.obolibrary.org/obo/ENVO_02000045,red clay,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000082,biogenous sediment
http://purl.obolibrary.org/obo/ENVO_00005761,meadow soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00005750,grassland soil
http://purl.obolibrary.org/obo/ENVO_00000525,canalized stream,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000023,stream
http://purl.obolibrary.org/obo/ENVO_00002051,stony-iron meteorite,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002035,meteorite
http://purl.obolibrary.org/obo/ENVO_00000569,marine habitat,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002227,saline water habitat
http://purl.obolibrary.org/obo/ENVO_01000739,habitat,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000254,environmental system
http://purl.obolibrary.org/obo/ENVO_01000081,pelagic isohaline surface,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000325,aquatic layer
http://purl.obolibrary.org/obo/ENVO_01000286,dimictic lake,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000285,holomictic lake
http://purl.obolibrary.org/obo/ENVO_01000034,oceanic sea surface microlayer biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000033,oceanic pelagic zone biome
http://purl.obolibrary.org/obo/ENVO_00003040,animal house,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000417,house
http://purl.obolibrary.org/obo/ENVO_01000127,marine cold seep biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000024,marine benthic biome
http://purl.obolibrary.org/obo/ENVO_00000227,vertically mixed estuary,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000045,estuary
http://purl.obolibrary.org/obo/ENVO_01000133,hyperthermophilic sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_00000205,permanent spring,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000027,spring
http://purl.obolibrary.org/obo/ENVO_00000362,marine park,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000358,protected area
http://purl.obolibrary.org/obo/ENVO_01000054,marine basaltic hydrothermal vent biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000030,marine hydrothermal vent biome
http://purl.obolibrary.org/obo/ENVO_00000182,plateau,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000176,elevation
http://purl.obolibrary.org/obo/ENVO_01000225,subtropical dry broadleaf forest biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000201,subtropical broadleaf forest biome
http://purl.obolibrary.org/obo/ENVO_00000509,marine terrace,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000508,terrace
http://purl.obolibrary.org/obo/ENVO_0010108,pigeon pea product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010121,pulses
http://purl.obolibrary.org/obo/ENVO_0010123,pasta,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010098,buckewheat product
http://purl.obolibrary.org/obo/ENVO_01000468,fence,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000467,constructed barrier
http://purl.obolibrary.org/obo/ENVO_02000039,synovial fluid,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02000019,bodily fluid
http://purl.obolibrary.org/obo/ENVO_00000415,raised beach,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000091,beach
http://purl.obolibrary.org/obo/ENVO_00000423,river island,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000098,island
http://purl.obolibrary.org/obo/ENVO_01000577,radio device,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00003074,manufactured product
http://purl.obolibrary.org/obo/ENVO_0010072,pomaceous fruit extract,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010070,pomaceous fruit product
http://purl.obolibrary.org/obo/ENVO_0010083,cruciferous inflorescence food product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010078,plant inflorescence food product
http://purl.obolibrary.org/obo/ENVO_00000398,volcanic cone,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000176,elevation
http://purl.obolibrary.org/obo/ENVO_00000094,volcanic feature,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002297,environmental feature
http://purl.obolibrary.org/obo/ENVO_00000330,stalagmite,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000327,speleothem
http://purl.obolibrary.org/obo/ENVO_01000662,scoria,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001995,rock
http://purl.obolibrary.org/obo/ENVO_01000161,marine sponge reef,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000143,marine reef
http://purl.obolibrary.org/obo/ENVO_00003052,Brie,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010039,cow's milk cheese
http://purl.obolibrary.org/obo/ENVO_00000167,bar,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000012,hydrographic feature
http://purl.obolibrary.org/obo/ENVO_02000002,bedclothing,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02000001,textile
http://purl.obolibrary.org/obo/ENVO_00002132,metalimnion,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002269,thermocline
http://purl.obolibrary.org/obo/ENVO_01000704,hydrological evaporation,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500034,evaporation
http://purl.obolibrary.org/obo/ENVO_00000078,farm,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000077,agricultural feature
http://purl.obolibrary.org/obo/ENVO_00000166,atoll,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000222,oceanic island
http://purl.obolibrary.org/obo/ENVO_00000163,coffee plantation,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000117,plantation
http://purl.obolibrary.org/obo/ENVO_00002060,oil sludge,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002176,contaminated sludge
http://purl.obolibrary.org/obo/ENVO_00000233,swamp,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000043,wetland
http://purl.obolibrary.org/obo/ENVO_01000108,marine cold-water sphere,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000686,marine water mass
http://purl.obolibrary.org/obo/ENVO_00002207,self-heating coal mine waste material,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002206,coal mine waste material
http://purl.obolibrary.org/obo/ENVO_00000096,caldera,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000309,depression
http://purl.obolibrary.org/obo/ENVO_00000269,land-tied island,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000221,continental island
http://purl.obolibrary.org/obo/ENVO_01000030,marine hydrothermal vent biome,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000024,marine benthic biome
http://purl.obolibrary.org/obo/ENVO_0010006,fermented grape beverage,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010012,grape beverage
http://purl.obolibrary.org/obo/ENVO_00000322,volcanic cave,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000361,primary cave
http://purl.obolibrary.org/obo/ENVO_00000499,trough,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000309,depression
http://purl.obolibrary.org/obo/ENVO_0010058,solanaceous root product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010059,plant root food product
http://purl.obolibrary.org/obo/ENVO_0010127,cacao food product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002216,plant food product
http://purl.obolibrary.org/obo/ENVO_02000005,livestock-associated habitat,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00006776,animal-associated habitat
http://purl.obolibrary.org/obo/ENVO_01000443,salt mass,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00000000,geographic feature
http://purl.obolibrary.org/obo/ENVO_00003096,tap water,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002011,fresh water
http://purl.obolibrary.org/obo/ENVO_01000120,clay sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002007,sediment
http://purl.obolibrary.org/obo/ENVO_00005767,manured soil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00001998,soil
http://purl.obolibrary.org/obo/ENVO_02500042,pollution control,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_02500026,anthropogenic modulatory intervention process
http://purl.obolibrary.org/obo/ENVO_01000151,manganese-reducing sediment,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_00002045,anaerobic sediment
http://purl.obolibrary.org/obo/ENVO_0010013,fermented cereal beverage,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010170,fermented plant derived beverage
http://purl.obolibrary.org/obo/ENVO_01000506,concrete exterior wall,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000469,exterior wall
http://purl.obolibrary.org/obo/ENVO_00002164,fossil,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000009,biotic mesoscopic physical object
http://purl.obolibrary.org/obo/ENVO_00003882,fermented millet food product,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_0010170,fermented plant derived beverage
http://purl.obolibrary.org/obo/ENVO_01000712,riverine flood,http://www.w3.org/2000/01/rdf-schema#subClassOf,,http://purl.obolibrary.org/obo/ENVO_01000710,flood
